numeroProcesso;classeJudicial;dataChegada;nomeTarefa;descricaoUltimoMovimento;tagsProcessoList;assuntoPrincipal;ultimoMovimento
8001304-74.2024.8.05.0216;AlEsp;26/07/2024, 09:14:55;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;digito 60-79;Fixação;21/08/2024, 17:12:59
8001235-42.2024.8.05.0216;AlEsp;26/07/2024, 09:22:00;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;digito 40-59;Fixação;21/08/2024, 17:16:23
8001200-82.2024.8.05.0216;ExeAliIJ;26/07/2024, 09:31:29;Processo com prazo em curso;Proferido despacho de mero expediente;digito 80-99;Exoneração;25/07/2024, 14:52:52
8001375-76.2024.8.05.0216;BAAF;26/07/2024, 10:14:18;Processo com prazo em curso;Mandado devolvido não entregue ao destinatário;digito 60-79;Alienação Fiduciária;23/08/2024, 16:52:54
0000018-29.1989.8.05.0216;ProceComCiv;26/07/2024, 11:02:54;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;digito 20-39;Pagamento em Consignação;02/08/2024, 08:32:46
8001302-07.2024.8.05.0216;PetCiv;26/07/2024, 11:07:08;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;digito 00-19;Fornecimento de Energia Elétrica;30/07/2024, 09:21:56
0000153-40.2009.8.05.0216;ProceComCiv;26/07/2024, 11:27:24;Processo com prazo em curso;Ato ordinatório praticado;COBRAR CUSTAS, digito 40-59;Esbulho / Turbação / Ameaça;26/07/2024, 11:26:17
8000303-93.2020.8.05.0216;ExeExtAlim;26/07/2024, 13:00:39;Processo com prazo em curso;Publicado Intimação em 04/04/2024.;digito 80-99;Alimentos;07/04/2024, 04:01:49
8000937-50.2024.8.05.0216;DivLit;26/07/2024, 13:02:32;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;AUDIÊNCIA DESIGNADA, CPF REU NULO, digito 40-59;Dissolução;01/08/2024, 15:10:44
8000314-25.2020.8.05.0216;AlEsp;26/07/2024, 13:15:57;Processo com prazo em curso;Publicado Intimação em 09/05/2024.;digito 20-39;Investigação de Paternidade;10/05/2024, 23:43:28
8002150-28.2023.8.05.0216;Invent;26/07/2024, 14:14:02;Processo com prazo em curso;Ato ordinatório praticado;digito 20-39;Administração de herança;26/07/2024, 14:11:27
8000610-42.2023.8.05.0216;DivLit;29/07/2024, 09:16:07;Processo com prazo em curso;Proferido despacho de mero expediente;digito 40-59, Juízo 100% digital;Dissolução;26/07/2024, 15:15:08
8001330-72.2024.8.05.0216;CumSenFaz;29/07/2024, 09:18:34;Processo com prazo em curso;Expedição de intimação.;digito 60-79;;29/07/2024, 09:18:33
8001332-42.2024.8.05.0216;CumSenFaz;29/07/2024, 09:28:45;Processo com prazo em curso;Expedição de intimação.;digito 40-59;;29/07/2024, 09:28:44
8001293-45.2024.8.05.0216;CumSen;29/07/2024, 09:38:27;Processo com prazo em curso;Mandado devolvido não entregue ao destinatário;digito 40-59, Juízo 100% digital;Custas;02/08/2024, 08:38:55
8000140-50.2019.8.05.0216;AlEsp;29/07/2024, 09:48:52;Processo com prazo em curso;Expedição de citação.;AUDIÊNCIA DESIGNADA, digito 40-59;Reconhecimento / Dissolução;26/07/2024, 12:55:03
8001328-05.2024.8.05.0216;CumSen;29/07/2024, 11:44:59;Processo com prazo em curso;Expedição de intimação.;digito 00-19;;29/07/2024, 11:44:59
0001694-79.2007.8.05.0216;Invent;29/07/2024, 12:16:44;Processo com prazo em curso;Ato ordinatório praticado;digito 60-79;Inventário e Partilha;29/07/2024, 12:15:25
0000417-96.2005.8.05.0216;Monito;29/07/2024, 12:49:50;Processo com prazo em curso;Expedição de Certidão.;COBRAR CUSTAS, digito 80-99, LEONILDO MANGABEIRA COSTA - AUTOR NÃO ENCONTRADO;Cheque;29/07/2024, 12:49:49
8000568-56.2024.8.05.0216;GuardaFam;29/07/2024, 13:12:57;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;Criança, digito 40-59;Guarda;01/08/2024, 13:50:36
8000062-80.2024.8.05.0216;GuardaFam;29/07/2024, 13:57:22;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;CPF REU NULO, Criança, digito 80-99;Guarda;15/08/2024, 16:22:47
8000383-28.2018.8.05.0216;CauInom;30/07/2024, 08:07:29;Processo com prazo em curso;Extinto o processo por desistência;COBRAR CUSTAS, digito 20-39;Antecipação de Tutela / Tutela Específica;29/07/2024, 14:04:36
8000424-63.2016.8.05.0216;ExTiEx;30/07/2024, 08:25:29;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;digito 60-79;Contratos Bancários;02/08/2024, 08:34:37
8001365-32.2024.8.05.0216;CartPrecCiv;30/07/2024, 08:27:18;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;digito 20-39;Diligências;27/08/2024, 16:23:14
8001291-75.2024.8.05.0216;AlEsp;30/07/2024, 09:51:24;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;digito 60-79;Fixação;02/08/2024, 08:24:49
8001438-38.2023.8.05.0216;PetCiv;30/07/2024, 11:04:30;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;digito 20-39;Guarda;27/08/2024, 16:31:49
8001402-59.2024.8.05.0216;BAAF;30/07/2024, 12:06:39;Processo com prazo em curso;Mandado devolvido não entregue ao destinatário;digito 40-59;Alienação Fiduciária;15/08/2024, 13:29:12
8000813-04.2023.8.05.0216;ProceComCiv;30/07/2024, 12:14:07;Processo com prazo em curso;Juntada de Petição de réplica;AUDIÊNCIA DE CONCILIAÇÃO DESIGNADA, digito 00-19, Juízo 100% digital;Rescisão do contrato e devolução do dinheiro;20/08/2024, 17:16:01
0000395-57.2013.8.05.0216;Monito;30/07/2024, 12:20:13;Processo com prazo em curso;Proferido despacho de mero expediente;digito 40-59;Cheque;05/06/2024, 07:52:30
8001396-57.2021.8.05.0216;AvePat;30/07/2024, 12:25:28;Processo com prazo em curso;Publicado Intimação em 01/08/2024.;CPF REU NULO, digito 40-59;Investigação de Paternidade;10/08/2024, 15:14:43
0000401-64.2013.8.05.0216;Monito;30/07/2024, 12:35:03;Processo com prazo em curso;Proferido despacho de mero expediente;digito 60-79;Cheque;10/06/2024, 15:49:17
8002072-34.2023.8.05.0216;PJEC;30/07/2024, 12:35:40;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;Aud. Conciliação, AUDIÊNCIA DE CONCILIAÇÃO DESIGNADA, digito 20-39, Juízo 100% digital;Perdas e Danos;21/08/2024, 17:24:14
0000714-59.2012.8.05.0216;ProceComCiv;30/07/2024, 12:44:13;Processo com prazo em curso;Juntada de Petição de petição;digito 40-59;Cheque;06/08/2024, 15:04:46
8000150-55.2023.8.05.0216;AlEsp;30/07/2024, 12:47:05;Processo com prazo em curso;Expedição de citação.;CPF REU NULO, digito 40-59;Alimentos;19/06/2024, 14:20:41
8000386-46.2019.8.05.0216;ProceComCiv;30/07/2024, 12:57:18;Processo com prazo em curso;Juntada de Petição de petição;digito 40-59;Indenização por Dano Moral;06/08/2024, 12:44:38
8000731-36.2024.8.05.0216;ExFis;30/07/2024, 13:06:42;Processo com prazo em curso;Juntada de Aviso de recebimento (AR);AMBIENTAL, digito 20-39;Ambiental;02/08/2024, 11:31:03
8001608-44.2022.8.05.0216;ArrSum;30/07/2024, 13:45:36;Processo com prazo em curso;Ato ordinatório praticado;digito 40-59, Juízo 100% digital;Sucessões;30/07/2024, 13:42:29
8000038-86.2023.8.05.0216;GuardaFam;30/07/2024, 14:33:20;Processo com prazo em curso;Ato ordinatório praticado;CPF REU NULO, Criança, digito 80-99;Guarda;30/07/2024, 14:32:26
8001610-14.2022.8.05.0216;GuardaFam;30/07/2024, 14:46:31;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;Criança, digito 00-19;Guarda;15/08/2024, 16:21:20
8001482-91.2022.8.05.0216;GuardaFam;30/07/2024, 14:56:50;Processo com prazo em curso;Ato ordinatório praticado;AUDIÊNCIA DESIGNADA, CPF REU NULO, Criança, digito 80-99;Guarda;30/07/2024, 14:55:53
8000211-47.2022.8.05.0216;AlEsp;31/07/2024, 08:49:06;Processo com prazo em curso;Juntada de Petição de petição;CPF REU NULO, digito 40-59;Fixação;08/08/2024, 15:29:21
8000766-74.2016.8.05.0216;TuCuNo;31/07/2024, 09:20:44;Processo com prazo em curso;Juntada de Outros documentos;digito 60-79;Tutela e Curatela;08/08/2024, 11:09:18
8000585-92.2024.8.05.0216;ProceComCiv;31/07/2024, 09:32:28;Processo com prazo em curso;Juntada de Aviso de recebimento (AR);digito 80-99;Desconto em folha de pagamento;28/08/2024, 10:16:49
8001028-43.2024.8.05.0216;PetCiv;31/07/2024, 09:55:49;Processo com prazo em curso;Juntada de Petição de petição;Aposentadoria INSS, digito 40-59;Desconto em folha de pagamento;05/08/2024, 14:38:22
8000077-64.2015.8.05.0216;Usucap;31/07/2024, 09:59:29;Processo com prazo em curso;Expedição de citação.;digito 60-79;Aquisição;11/06/2024, 12:28:05
8001617-69.2023.8.05.0216;RetRegIm;31/07/2024, 10:15:08;Processo com prazo em curso;Juntada de Petição de petição;digito 60-79, Juízo 100% digital;Registro de Imóveis;22/08/2024, 10:50:33
8000075-94.2015.8.05.0216;Monito;31/07/2024, 11:28:45;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;digito 80-99;Agência e Distribuição;23/08/2024, 13:49:56
8001255-67.2023.8.05.0216;DivLit;31/07/2024, 12:33:11;Processo com prazo em curso;Expedição de intimação.;AGUARDANDO TRANSITO EM JULGADO - COM CUSTAS, COBRAR CUSTAS, CPF REU NULO, digito 60-79;Dissolução;31/07/2024, 12:33:11
8001303-60.2022.8.05.0216;GuardaFam;31/07/2024, 12:53:58;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;Criança, digito 60-79;Guarda;15/08/2024, 16:20:03
8001257-71.2022.8.05.0216;GuardaFam;31/07/2024, 13:19:49;Processo com prazo em curso;Expedição de ofício.;CPF REU NULO, Criança, digito 60-79;Guarda;31/07/2024, 13:18:47
8000160-41.2019.8.05.0216;AlEsp;31/07/2024, 13:41:00;Processo com prazo em curso;Expedição de intimação.;COBRAR CUSTAS, digito 40-59;Alimentos;31/07/2024, 13:40:58
8000390-25.2015.8.05.0216;Invent;01/08/2024, 08:11:47;Processo com prazo em curso;Juntada de Petição de petição;digito 20-39;Inventário e Partilha;08/08/2024, 19:31:06
8000193-65.2018.8.05.0216;TuCuNo;01/08/2024, 08:20:07;Processo com prazo em curso;Expedição de intimação.;digito 60-79;Tutela e Curatela;01/08/2024, 08:20:06
8001230-20.2024.8.05.0216;CumPrDec;01/08/2024, 08:31:10;Processo com prazo em curso;Juntada de Petição de petição;digito 00-19, digito 20-39;Inventário e Partilha;22/08/2024, 20:51:27
8001534-87.2022.8.05.0216;ExFis;01/08/2024, 09:24:02;Processo com prazo em curso;Juntada de Aviso de recebimento (AR);digito 80-99;Dívida Ativa (Execução Fiscal);01/08/2024, 09:24:31
8001219-88.2024.8.05.0216;ExFis;01/08/2024, 09:27:41;Processo com prazo em curso;Juntada de Aviso de recebimento (AR);digito 80-99;ICMS / Incidência Sobre o Ativo Fixo;01/08/2024, 09:28:08
8000868-86.2022.8.05.0216;ExFis;01/08/2024, 09:28:28;Processo com prazo em curso;Juntada de Aviso de recebimento (AR);digito 80-99;Dívida Ativa (Execução Fiscal);01/08/2024, 09:28:57
8000129-79.2023.8.05.0216;Usucap;01/08/2024, 09:59:54;Processo com prazo em curso;Juntada de Edital;digito 60-79;Usucapião Extraordinária;02/08/2024, 12:39:38
8001417-28.2024.8.05.0216;BAAF;01/08/2024, 12:45:24;Processo com prazo em curso;Juntada de Petição de guias de recolhimento/ deposito/ custas;digito 20-39;Liminar;22/08/2024, 11:12:39
8000639-68.2018.8.05.0216;TutelaIJ;01/08/2024, 13:16:08;Processo com prazo em curso;Recebido o Mandado para Cumprimento;digito 60-79;Tutela e Curatela;02/08/2024, 14:00:48
8000226-55.2018.8.05.0216;ProceComCiv;02/08/2024, 09:31:28;Processo com prazo em curso;Ato ordinatório praticado;digito 40-59;Indenização por Dano Moral;02/08/2024, 09:15:25
8001484-95.2021.8.05.0216;ExFis;02/08/2024, 10:01:17;Processo com prazo em curso;Expedição de despacho.;digito 80-99;Dívida Ativa (Execução Fiscal);02/08/2024, 10:01:16
8001340-87.2022.8.05.0216;ExFis;02/08/2024, 10:45:37;Processo com prazo em curso;Juntada de Petição de embargos de declaração;digito 80-99;Dívida Ativa (Execução Fiscal);09/08/2024, 22:23:14
8000321-51.2019.8.05.0216;PJEC;02/08/2024, 10:49:13;Processo com prazo em curso;Publicado Ato Ordinatório em 03/06/2024.;digito 40-59;Inclusão Indevida em Cadastro de Inadimplentes;15/06/2024, 23:41:46
8001738-97.2023.8.05.0216;ExFis;02/08/2024, 11:41:21;Processo com prazo em curso;Juntada de Aviso de recebimento (AR);digito 80-99;Dívida Ativa (Execução Fiscal);14/08/2024, 11:33:06
8000012-54.2024.8.05.0216;ExFis;02/08/2024, 11:56:31;Processo com prazo em curso;Juntada de Aviso de recebimento (AR);digito 40-59;Dívida Ativa (Execução Fiscal);02/08/2024, 14:07:22
8001628-98.2023.8.05.0216;Interd;02/08/2024, 12:57:22;Processo com prazo em curso;Juntada de certidão;digito 80-99;Família;30/07/2024, 11:21:08
8000171-75.2016.8.05.0216;Invent;02/08/2024, 12:58:37;Processo com prazo em curso;Expedição de mandado.;digito 60-79;Inventário e Partilha;02/08/2024, 12:57:28
8000996-09.2022.8.05.0216;AlEsp;02/08/2024, 13:04:54;Processo com prazo em curso;Expedição de mandado.;CPF REU NULO, digito 00-19;Alimentos;02/08/2024, 13:04:03
8000242-67.2022.8.05.0216;AlEsp;02/08/2024, 13:05:24;Processo com prazo em curso;Expedição de intimação.;CPF REU NULO, digito 60-79;Revisão;22/07/2024, 10:09:44
8000265-76.2023.8.05.0216;CumSen;02/08/2024, 13:10:23;Processo com prazo em curso;Expedição de intimação.;CPF REU NULO, digito 60-79;Alimentos;02/08/2024, 13:10:23
0001621-97.2013.8.05.0216;ExTiEx;02/08/2024, 13:13:26;Processo com prazo em curso;Ato ordinatório praticado;digito 80-99;Capitalização / Anatocismo;02/08/2024, 13:13:00
0000008-96.2000.8.05.0216;ProceComCiv;02/08/2024, 13:23:09;Processo com prazo em curso;Ato ordinatório praticado;digito 80-99;Reconhecimento / Dissolução;02/08/2024, 13:22:44
0000147-23.2015.8.05.0216;ProceComCiv;02/08/2024, 13:23:19;Processo com prazo em curso;Expedição de intimação.;digito 20-39;Casamento;02/08/2024, 13:23:19
8000178-28.2020.8.05.0216;ProceComCiv;02/08/2024, 13:29:58;Processo com prazo em curso;Expedição de mandado.;AGUARDANDO PAGAMENTO DE CUSTAS, digito 20-39;Indenização por Dano Moral;02/08/2024, 13:29:04
8000909-82.2024.8.05.0216;BAAF;02/08/2024, 13:33:41;Processo com prazo em curso;Juntada de Petição de petição;digito 80-99;Alienação Fiduciária;14/08/2024, 17:44:09
0001673-59.2014.8.05.0216;ProceComCiv;02/08/2024, 13:45:14;Processo com prazo em curso;Juntada de Petição de pedido de utilização sisbajud;digito 40-59;Direito de Imagem;21/08/2024, 10:58:13
0000462-90.2011.8.05.0216;ProceComCiv;02/08/2024, 14:04:40;Processo com prazo em curso;Recebido o Mandado para Cumprimento;digito 80-99;Promessa de Compra e Venda;02/08/2024, 14:05:18
8000424-97.2015.8.05.0216;ProSum;02/08/2024, 14:07:19;Processo com prazo em curso;Ato ordinatório praticado;digito 80-99;Indenização por Dano Moral;02/08/2024, 14:06:19
0001225-57.2012.8.05.0216;ProceComCiv;02/08/2024, 14:12:41;Processo com prazo em curso;Ato ordinatório praticado;digito 40-59;Acidente de Trânsito;02/08/2024, 14:11:37
8000294-97.2021.8.05.0216;PJEC;02/08/2024, 14:15:28;Processo com prazo em curso;Juntada de Petição de petição;digito 80-99;Obrigação de Fazer / Não Fazer;16/08/2024, 15:40:57
8001446-78.2024.8.05.0216;CumSen;02/08/2024, 14:26:24;Processo com prazo em curso;Recebido o Mandado para Cumprimento;digito 60-79;Causas Supervenientes à Sentença;02/08/2024, 14:26:36
8000439-85.2023.8.05.0216;DivLit;05/08/2024, 09:41:53;Processo com prazo em curso;Homologada a Transação;AUDIÊNCIA DESIGNADA, digito 80-99;Dissolução;23/07/2024, 18:15:18
8000569-85.2017.8.05.0216;Interd;05/08/2024, 10:05:07;Processo com prazo em curso;Expedição de intimação.;digito 80-99;Tutela e Curatela;05/08/2024, 10:05:07
8001145-68.2023.8.05.0216;AlEsp;05/08/2024, 10:20:16;Processo com prazo em curso;Juntada de certidão;CPF REU NULO, digito 60-79;Alimentos;24/07/2024, 09:48:01
8000420-84.2020.8.05.0216;ProceComCiv;05/08/2024, 10:35:01;Processo com prazo em curso;Publicado Ato Ordinatório em 07/08/2024.;digito 80-99;Pagamento;24/08/2024, 01:01:53
0000823-39.2013.8.05.0216;AlEsp;05/08/2024, 12:42:50;Processo com prazo em curso;Mandado devolvido não entregue ao destinatário;digito 20-39;Citação;06/08/2024, 09:59:45
8000852-64.2024.8.05.0216;ProceComCiv;05/08/2024, 12:59:52;Processo com prazo em curso;Expedição de intimação.;digito 60-79;Empréstimo consignado;05/08/2024, 12:59:52
8000126-03.2018.8.05.0216;ProceComCiv;05/08/2024, 18:58:31;Processo com prazo em curso;Publicado Intimação em 08/08/2024.;AGUARDANDO TRANSITO EM JULGADO - COM CUSTAS, COBRAR CUSTAS, digito 00-19;Defeito, nulidade ou anulação;10/08/2024, 03:50:55
8000537-75.2020.8.05.0216;ProceComCiv;05/08/2024, 19:02:59;Processo com prazo em curso;Publicado Intimação em 08/08/2024.;CPF REU NULO, digito 60-79;Alimentos;11/08/2024, 21:25:48
0000767-11.2010.8.05.0216;MSCiv;05/08/2024, 19:06:54;Processo com prazo em curso;Publicado Intimação em 08/08/2024.;digito 00-19, SEM CPF PARA CUSTAS;Prova Pré-constituída;10/08/2024, 03:54:11
8000879-23.2019.8.05.0216;PJEC;05/08/2024, 19:07:46;Processo com prazo em curso;Publicado Intimação em 08/08/2024.; INCLUI  em pauta de audiência UNA de CONCILIAÇÃO e INSTRUÇÃO., digito 20-39;Rescisão do contrato e devolução do dinheiro;11/08/2024, 13:55:04
0000444-74.2008.8.05.0216;ArrCom;05/08/2024, 19:08:01;Processo com prazo em curso;Publicado Intimação em 08/08/2024.;digito 60-79, UNIJUD;Reconhecimento / Dissolução;11/08/2024, 21:28:24
0000075-80.2008.8.05.0216;IVCCiv;05/08/2024, 19:08:56;Processo com prazo em curso;Publicado Intimação em 08/08/2024.;digito 80-99;Arbitramento / Majoração;11/08/2024, 21:30:02
8000062-95.2015.8.05.0216;AlvJud;05/08/2024, 19:09:16;Processo com prazo em curso;Publicado Sentença em 08/08/2024.;digito 80-99;Levantamento de Valor;11/08/2024, 21:44:37
8000298-13.2016.8.05.0216;ProceComCiv;05/08/2024, 19:12:43;Processo com prazo em curso;Publicado Intimação em 08/08/2024.;AGUARDANDO TRANSITO EM JULGADO - SEM CUSTAS, digito 00-19;Reconhecimento / Dissolução;08/08/2024, 21:41:26
8001435-49.2024.8.05.0216;BAAF;06/08/2024, 08:54:49;Processo com prazo em curso;Publicado Intimação em 08/08/2024.;digito 40-59;Alienação Fiduciária;11/08/2024, 09:48:30
8000659-30.2016.8.05.0216;CumSen;06/08/2024, 09:44:30;Processo com prazo em curso;Juntada de outros documentos;brbjus, COBRAR CUSTAS, digito 20-39;Levantamento de Valor;22/08/2024, 15:50:01
8000126-03.2018.8.05.0216;ProceComCiv;06/08/2024, 10:22:11;Processo com prazo em curso;Publicado Intimação em 08/08/2024.;;Defeito, nulidade ou anulação;10/08/2024, 03:50:55
8001363-62.2024.8.05.0216;CumSen;06/08/2024, 10:29:13;Processo com prazo em curso;Recebido o Mandado para Cumprimento;digito 60-79;Alimentos;06/08/2024, 10:29:35
0000041-61.2015.8.05.0216;ProceComCiv;06/08/2024, 10:43:02;Processo com prazo em curso;Juntada de Petição de petição;digito 60-79;Direito de Imagem;06/08/2024, 12:43:51
8000386-07.2023.8.05.0216;AlEsp;06/08/2024, 11:07:17;Processo com prazo em curso;Publicado Intimação em 08/08/2024.;digito 00-19;Alimentos;21/08/2024, 23:59:40
8000917-35.2019.8.05.0216;AlEsp;06/08/2024, 12:17:10;Processo com prazo em curso;Recebido o Mandado para Cumprimento;digito 20-39;Alimentos;06/08/2024, 12:18:13
8000305-05.2016.8.05.0216;PJEC;06/08/2024, 13:00:21;Processo com prazo em curso;Expedição de Certidão.;digito 00-19;Direito de Imagem;06/08/2024, 13:00:20
8000765-55.2017.8.05.0216;TuCuNo;06/08/2024, 13:08:43;Processo com prazo em curso;Ato ordinatório praticado;digito 40-59;Tutela e Curatela;06/08/2024, 13:07:46
8002128-67.2023.8.05.0216;Interd;06/08/2024, 13:19:17;Processo com prazo em curso;Decorrido prazo de MARIA DA CONCEICAO DE FRANCA SANTOS em 22/07/2024 23:59.;digito 60-79;Nomeação;31/07/2024, 01:11:20
8000016-62.2022.8.05.0216;AlEsp;06/08/2024, 13:46:30;Processo com prazo em curso;Expedição de intimação.;CPF REU NULO, digito 60-79;Alimentos;06/08/2024, 13:46:24
8001160-71.2022.8.05.0216;Invent;06/08/2024, 14:38:18;Processo com prazo em curso;Expedição de intimação.;digito 60-79;Administração de herança;06/08/2024, 14:38:17
8000918-25.2016.8.05.0216;RSRRC;06/08/2024, 14:53:43;Processo com prazo em curso;Extinto o processo por abandono da causa pelo autor;digito 20-39;Inscrição na Matrícula de Registro Torrens;06/08/2024, 14:53:42
8000918-78.2023.8.05.0216;PetCiv;06/08/2024, 14:58:01;Processo com prazo em curso;Expedição de intimação.;digito 60-79, FUNDEF;Gratificações de Atividade;07/08/2024, 08:19:54
8001455-40.2024.8.05.0216;CartPrecCiv;06/08/2024, 20:57:45;Processo com prazo em curso;Recebido o Mandado para Cumprimento;digito 40-59;Intimação;07/08/2024, 00:23:29
8001369-69.2024.8.05.0216;Monito;07/08/2024, 08:25:54;Processo com prazo em curso;Mandado devolvido entregue ao destinatário;digito 60-79, Juízo 100% digital;Pagamento;26/08/2024, 14:44:02
8000918-25.2016.8.05.0216;RSRRC;07/08/2024, 08:27:53;Processo com prazo em curso;Extinto o processo por abandono da causa pelo autor;;Inscrição na Matrícula de Registro Torrens;06/08/2024, 14:53:42
8001359-25.2024.8.05.0216;PJEC;07/08/2024, 08:34:48;Processo com prazo em curso;Juntada de Petição de petição;Aud. Conciliação, digito 20-39, INCLUIR EM PAUTA - AUDIÊNCIA DE CONCILIAÇÃO, Juízo 100% digital;Indenização por Dano Material;08/08/2024, 12:01:36
8000746-39.2023.8.05.0216;BAAF;07/08/2024, 08:43:13;Processo com prazo em curso;Mandado devolvido não entregue ao destinatário;digito 20-39;Alienação Fiduciária;26/08/2024, 14:46:22
8000213-56.2018.8.05.0216;Invent;07/08/2024, 08:47:08;Processo com prazo em curso;Publicado Intimação em 09/08/2024.;AGUARDANDO TRANSITO EM JULGADO - SEM CUSTAS, digito 40-59;Inventário e Partilha;14/08/2024, 08:51:16
0511588-07.2015.8.05.0001;ProceComCiv;07/08/2024, 09:52:35;Processo com prazo em curso;Publicado Intimação em 09/08/2024.;digito 00-19;Seguro;19/08/2024, 03:02:47
8000757-68.2023.8.05.0216;AlEsp;07/08/2024, 11:56:17;Processo com prazo em curso;Expedição de intimação.;CPF REU NULO, digito 60-79;Alimentos;07/08/2024, 11:56:17
8001075-22.2021.8.05.0216;ProceComCiv;07/08/2024, 12:38:16;Processo com prazo em curso;Juntada de Petição de petição;brbjus, digito 20-39, Perícia;Indenização por Dano Moral;23/08/2024, 11:50:47
8001142-60.2016.8.05.0216;ProcComIJ;07/08/2024, 12:54:06;Processo com prazo em curso;Ato ordinatório praticado;brbjus, digito 60-79;Espécies de Contratos;07/08/2024, 12:52:34
0000929-64.2014.8.05.0216;ProceComCiv;07/08/2024, 13:03:55;Processo com prazo em curso;Ato ordinatório praticado;brbjus, digito 60-79;Indenização por Dano Moral;07/08/2024, 13:02:40
8000398-55.2022.8.05.0216;Interd;07/08/2024, 15:47:56;Processo com prazo em curso;Expedição de intimação.;digito 40-59;Nomeação;07/08/2024, 15:47:56
8001878-34.2023.8.05.0216;AlEsp;07/08/2024, 16:23:40;Processo com prazo em curso;Expedição de intimação.;AUDIÊNCIA DESIGNADA, digito 20-39;Revisão;07/08/2024, 16:23:41
8000007-32.2024.8.05.0216;AlEsp;07/08/2024, 16:25:47;Processo com prazo em curso;Expedição de intimação.;digito 20-39;Oferta;07/08/2024, 16:25:48
8001368-21.2023.8.05.0216;AlEsp;07/08/2024, 16:26:10;Processo com prazo em curso;Expedição de intimação.;AGUARDANDO TRANSITO EM JULGADO - SEM CUSTAS, AUDIÊNCIA DESIGNADA, CPF REU NULO, digito 20-39;Alimentos;07/08/2024, 16:26:11
8000264-57.2024.8.05.0216;PetCiv;07/08/2024, 21:06:36;Processo com prazo em curso;Juntada de Petição de petição;Aposentadoria INSS, digito 40-59;Empréstimo consignado;22/08/2024, 08:50:05
8000048-09.2018.8.05.0216;ProceComCiv;07/08/2024, 21:12:49;Processo com prazo em curso;Publicado Intimação em 12/08/2024.;AGUARDANDO TRANSITO EM JULGADO - COM CUSTAS, digito 00-19;1/3 de férias;12/08/2024, 03:42:50
8000209-43.2023.8.05.0216;CumSen;08/08/2024, 00:14:10;Processo com prazo em curso;Expedição de intimação.;digito 40-59;Defensoria Pública;08/08/2024, 00:14:08
8001033-65.2024.8.05.0216;Monito;08/08/2024, 08:35:52;Processo com prazo em curso;Juntada de Petição de petição;digito 60-79, Juízo 100% digital;Contratos Bancários;23/08/2024, 17:49:16
8001059-63.2024.8.05.0216;ProceComCiv;08/08/2024, 08:42:20;Processo com prazo em curso;Juntada de Petição de contestação; INCLUI  em pauta de audiência UNA de CONCILIAÇÃO e INSTRUÇÃO., digito 60-79, Juízo 100% digital;Obrigação de Fazer / Não Fazer;26/08/2024, 13:29:26
8001650-59.2023.8.05.0216;AlEsp;08/08/2024, 09:18:59;Processo com prazo em curso;Expedição de intimação.;CPF REU NULO, digito 40-59, INCLUIR EM PAUTA - AUDIÊNCIA DE CONCILIAÇÃO;Alimentos;08/08/2024, 09:18:58
8000881-17.2024.8.05.0216;ProceComCiv;08/08/2024, 09:38:42;Processo com prazo em curso;Juntada de Petição de petição;digito 00-19, Juízo 100% digital;Gratificações e Adicionais;27/08/2024, 11:32:27
8000510-92.2020.8.05.0216;Usucap;08/08/2024, 10:00:36;Processo com prazo em curso;Expedição de decisão.;digito 80-99;Usucapião Extraordinária;08/08/2024, 10:00:36
8001422-50.2024.8.05.0216;CumPrSe;08/08/2024, 10:03:36;Processo com prazo em curso;Expedição de intimação.;digito 40-59;Defensoria Pública;08/08/2024, 10:03:35
8000980-84.2024.8.05.0216;PJEC;08/08/2024, 10:16:14;Processo com prazo em curso;Juntada de Petição de petição;digito 80-99;Tarifas;15/08/2024, 15:29:21
8000980-84.2024.8.05.0216;PJEC;08/08/2024, 10:19:03;Processo com prazo em curso;Juntada de Petição de petição;;Tarifas;15/08/2024, 15:29:21
8001409-51.2024.8.05.0216;Monito;08/08/2024, 10:37:52;Processo com prazo em curso;Publicado Intimação em 12/08/2024.;digito 40-59, Juízo 100% digital;Contratos Bancários;11/08/2024, 21:49:33
8000362-52.2018.8.05.0216;ProcComIJ;08/08/2024, 10:42:55;Processo com prazo em curso;Recebido o Mandado para Cumprimento; INCLUI  em pauta de audiência UNA de CONCILIAÇÃO e INSTRUÇÃO., digito 40-59;Reconhecimento / Dissolução;08/08/2024, 10:44:23
